機構編號,機構名稱,行政區,類型,核准人數/班級,聯絡地址,聯絡電話,風險等級,綜合風險評分,首要稽核重點
ntpc-hs-0049,國立華僑高級中等學校,板橋區,國立高中,2250,新北市板橋區大觀路一段32號,02-2968-4131,低風險,25,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；僑生宿舍與教學大樓防墜設施、消防安全設備檢修合格證明在效期內。
ntpc-pre-0287,新北市板橋區信義國民小學附設幼兒園,板橋區,公立學校附設幼兒園,164,新北市板橋區四川路二段99巷99號,02-2396-1422,低風險,34,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0280,新北市板橋區埔墘國民小學附設幼兒園,板橋區,公立學校附設幼兒園,124,新北市板橋區光復街155號,02-2868-2792,低風險,16,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0285,新北市板橋區大觀國民小學附設幼兒園,板橋區,公立學校附設幼兒園,115,新北市板橋區大觀路一段30號,02-2345-6209,低風險,35,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0289,新北市板橋區實踐國民小學附設幼兒園,板橋區,公立學校附設幼兒園,178,新北市板橋區實踐路93巷51號,02-2645-2876,低風險,16,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0279,新北市板橋區後埔國民小學附設幼兒園,板橋區,公立學校附設幼兒園,103,新北市板橋區重慶路157號,02-2578-5695,高風險,81,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0284,新北市板橋區文德國民小學附設幼兒園,板橋區,公立學校附設幼兒園,110,新北市板橋區英士路179號,02-2359-3018,低風險,21,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0283,新北市板橋區文聖國民小學附設幼兒園,板橋區,公立學校附設幼兒園,162,新北市板橋區文聖街86號,02-2541-9178,低風險,36,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0282,新北市板橋區新埔國民小學附設幼兒園,板橋區,公立學校附設幼兒園,147,新北市板橋區陽明街206號,02-2718-1863,低風險,17,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0276,新北市板橋區板橋國民小學附設幼兒園,板橋區,公立學校附設幼兒園,110,新北市板橋區文化路一段206號,02-2670-3927,低風險,19,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0281,新北市板橋區江翠國民小學附設幼兒園,板橋區,公立學校附設幼兒園,94,新北市板橋區文化路二段413號,02-2463-4540,高風險,83,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0286,新北市板橋區沙崙國民小學附設幼兒園,板橋區,公立學校附設幼兒園,175,新北市板橋區篤行路二段105號,02-2520-4188,低風險,35,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0277,新北市板橋區海山國民小學附設幼兒園,板橋區,公立學校附設幼兒園,101,新北市板橋區漢生東路280號,02-2505-8840,低風險,16,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0288,新北市板橋區溪洲國民小學附設幼兒園,板橋區,公立學校附設幼兒園,202,新北市板橋區溪崑一街26號,02-2696-1729,低風險,15,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0278,新北市板橋區莒光國民小學附設幼兒園,板橋區,公立學校附設幼兒園,179,新北市板橋區莒光路163號,02-2401-9570,低風險,16,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0463,新北市板橋大觀非營利幼兒園,板橋區,非營利幼兒園,140,新北市板橋區大觀路一段30號,02-2385-4197,低風險,15,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0457,新北市私立何嘉仁板橋幼兒園,板橋區,私立幼兒園,160,新北市板橋區莊敬路208巷1號,02-2515-1890,低風險,33,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0456,新北市私立光仁小學附設幼兒園,板橋區,私立幼兒園,160,新北市板橋區中山路二段255巷18號,02-2412-5368,低風險,22,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0004,新北市私立光仁高級中學,板橋區,私立高中,1500,新北市板橋區中山路二段255巷18號,02-2399-2878,低風險,23,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0458,新北市私立吉的堡板橋幼兒園,板橋區,私立幼兒園,150,新北市板橋區漢生東路193巷2號,02-2574-5303,中風險,61,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0053,新北市私立豫章高級工商職業學校,板橋區,私立高職,1500,新北市板橋區四川路一段391號,02-2951-9810,低風險,34,遠東集團產學合作合規審查。；工場公安防護與校舍防墜檢驗合格。
ntpc-jh-0121,新北市立中山國民中學,板橋區,市立國中,1900,新北市板橋區文化路一段188巷56號,02-2250-8250,低風險,24,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0123,新北市立信義國民小學,板橋區,市立國小,1650,新北市板橋區四川路二段99巷99號,02-2539-8488,低風險,32,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0003,新北市立光復高級中學,板橋區,市立高中,1200,新北市板橋區光環路一段1號,02-2926-1984,中風險,55,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0116,新北市立埔墘國民小學,板橋區,市立國小,1950,新北市板橋區光復街155號,02-2847-1142,低風險,24,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0053,新北市立大觀國民中學,板橋區,市立國中,1100,新北市板橋區僑中一街1號,02-2653-5171,低風險,25,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0121,新北市立大觀國民小學,板橋區,市立國小,1500,新北市板橋區大觀路一段30號,02-2276-8907,低風險,25,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0125,新北市立實踐國民小學,板橋區,市立國小,1550,新北市板橋區實踐路93巷51號,02-2754-1081,低風險,21,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0115,新北市立後埔國民小學,板橋區,市立國小,2100,新北市板橋區重慶路157號,02-2440-6143,低風險,23,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0120,新北市立文德國民小學,板橋區,市立國小,1850,新北市板橋區英士路179號,02-2792-6622,低風險,21,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0119,新北市立文聖國民小學,板橋區,市立國小,1600,新北市板橋區文聖街86號,02-2837-6862,低風險,18,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0051,新北市立新埔國民中學,板橋區,市立國中,1150,新北市板橋區新海路181號,02-2857-1140,低風險,22,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0118,新北市立新埔國民小學,板橋區,市立國小,2000,新北市板橋區陽明街206號,02-2808-9497,低風險,22,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0049,新北市立板橋國民中學,板橋區,市立國中,1200,新北市板橋區中正路437號,02-2689-7000,低風險,17,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0112,新北市立板橋國民小學,板橋區,市立國小,2200,新北市板橋區文化路一段206號,02-2949-6667,低風險,25,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0440,新北市立板橋幼兒園,板橋區,市立幼兒園,220,新北市板橋區文化路一段268號,02-2847-4037,低風險,25,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0001,新北市立板橋高級中學,板橋區,市立高中,2100,新北市板橋區文化路一段25號,02-2951-4821,低風險,26,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0050,新北市立江翠國民中學,板橋區,市立國中,1800,新北市板橋區松江街63號,02-2847-1725,低風險,24,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0117,新北市立江翠國民小學,板橋區,市立國小,2300,新北市板橋區文化路二段413號,02-2336-7255,低風險,23,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0122,新北市立沙崙國民小學,板橋區,市立國小,1800,新北市板橋區篤行路二段105號,02-2640-4838,低風險,18,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0113,新北市立海山國民小學,板橋區,市立國小,2600,新北市板橋區漢生東路280號,02-2647-8434,低風險,26,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0002,新北市立海山高級中學,板橋區,市立高中,2400,新北市板橋區漢生東路215號,02-2616-8366,低風險,24,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0054,新北市立溪崑國民中學,板橋區,市立國中,1250,新北市板橋區大觀路三段160巷30號,02-2783-9683,中風險,58,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0124,新北市立溪洲國民小學,板橋區,市立國小,1750,新北市板橋區溪崑一街26號,02-2712-4814,低風險,20,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0114,新北市立莒光國民小學,板橋區,市立國小,2400,新北市板橋區莒光路163號,02-2860-8804,低風險,29,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0052,新北市立重慶國民中學,板橋區,市立國中,1300,新北市板橋區國慶路295號,02-2894-3618,低風險,23,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0394,新北市林口區南勢國民小學附設幼兒園,林口區,公立學校附設幼兒園,125,新北市林口區南勢街16號,02-2452-8022,低風險,29,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0397,新北市林口區嘉寶國民小學附設幼兒園,林口區,公立學校附設幼兒園,116,新北市林口區嘉寶里3鄰35號,02-2925-9058,低風險,17,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0395,新北市林口區東湖國民小學附設幼兒園,林口區,公立學校附設幼兒園,123,新北市林口區興林路二段100號,02-2877-1761,低風險,18,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0390,新北市林口區林口國民小學附設幼兒園,林口區,公立學校附設幼兒園,102,新北市林口區林口路76號,02-2209-5242,高風險,83,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0396,新北市林口區興福國民小學附設幼兒園,林口區,公立學校附設幼兒園,153,新北市林口區下福里10鄰111號,02-2342-4063,低風險,25,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0393,新北市林口區頭湖國民小學附設幼兒園,林口區,公立學校附設幼兒園,159,新北市林口區民治路85號,02-2364-7372,低風險,16,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0392,新北市林口區麗園國民小學附設幼兒園,林口區,公立學校附設幼兒園,112,新北市林口區忠孝路59號,02-2579-6647,低風險,19,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0391,新北市林口區麗林國民小學附設幼兒園,林口區,公立學校附設幼兒園,190,新北市林口區公園路46號,02-2581-4368,低風險,31,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0043,新北市私立康橋國際學校林口校區,林口區,私立高中,1500,新北市林口區文化三路二段88號,02-2812-4300,低風險,32,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0461,新北市私立愛森堡幼兒園,林口區,私立幼兒園,160,新北市林口區文化三路二段322號,02-2599-3021,低風險,31,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0042,新北市私立醒吾高級中學,林口區,私立高中,1200,新北市林口區粉寮路一段31號,02-2558-6015,高風險,72,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0123,新北市立佳林國民中學,林口區,市立國中,1450,新北市林口區中山路268號,02-2641-9802,低風險,23,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0230,新北市立南勢國民小學,林口區,市立國小,2000,新北市林口區南勢街16號,02-2209-1467,低風險,18,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0233,新北市立嘉寶國民小學,林口區,市立國小,550,新北市林口區嘉寶里3鄰35號,02-2356-8137,低風險,33,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0095,新北市立崇林國民中學,林口區,市立國中,1750,新北市林口區文化二路一段20巷5號,02-2214-6537,高風險,80,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0056,新北市立新北特殊教育學校,林口區,市立特教學校,450,新北市林口區文化北路一段425號,02-2600-9482,低風險,22,特教無障礙設施與專用護理照護設備齊全。；無障礙交通車安全檢驗合格。
ntpc-es-0166,新北市立新林國民小學,林口區,市立國小,1900,新北市林口區三民路101號,02-2608-6521,低風險,21,林口新市鎮雙語實驗課程教學進度與情境教室安全維護。；中央廚房午餐食材溯源驗收紀錄與每日檢驗快篩。
ntpc-el-0231,新北市立東湖國民小學,林口區,市立國小,1900,新北市林口區興林路二段100號,02-2635-2209,低風險,22,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0094,新北市立林口國民中學,林口區,市立國中,1600,新北市林口區民生路85號,02-2943-5928,高風險,88,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0226,新北市立林口國民小學,林口區,市立國小,2200,新北市林口區林口路76號,02-2916-8216,低風險,27,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0041,新北市立林口高級中學,林口區,市立高中,1950,新北市林口區仁愛路二段173號,02-2284-8841,低風險,35,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0232,新北市立興福國民小學,林口區,市立國小,600,新北市林口區下福里10鄰111號,02-2217-1327,低風險,27,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0229,新北市立頭湖國民小學,林口區,市立國小,2100,新北市林口區民治路85號,02-2843-4173,低風險,30,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0228,新北市立麗園國民小學,林口區,市立國小,2450,新北市林口區忠孝路59號,02-2842-3972,中風險,57,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0227,新北市立麗林國民小學,林口區,市立國小,2600,新北市林口區公園路46號,02-2331-9847,高風險,79,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0355,新北市樹林區三多國民小學附設幼兒園,樹林區,公立學校附設幼兒園,166,新北市樹林區三福街52號,02-2979-2304,中風險,64,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0350,新北市樹林區大同國民小學附設幼兒園,樹林區,公立學校附設幼兒園,147,新北市樹林區大同街43號,02-2375-1257,低風險,24,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0352,新北市樹林區山佳國民小學附設幼兒園,樹林區,公立學校附設幼兒園,128,新北市樹林區地街10號,02-2945-5964,低風險,36,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0353,新北市樹林區彭福國民小學附設幼兒園,樹林區,公立學校附設幼兒園,143,新北市樹林區忠孝街30號,02-2458-7675,低風險,33,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0349,新北市樹林區文林國民小學附設幼兒園,樹林區,公立學校附設幼兒園,165,新北市樹林區千歲街59號,02-2708-8409,低風險,18,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0348,新北市樹林區樹林國民小學附設幼兒園,樹林區,公立學校附設幼兒園,179,新北市樹林區育英街176號,02-2649-4527,中風險,62,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0354,新北市樹林區武林國民小學附設幼兒園,樹林區,公立學校附設幼兒園,184,新北市樹林區保安街二段151號,02-2549-1137,低風險,30,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0351,新北市樹林區育林國民小學附設幼兒園,樹林區,公立學校附設幼兒園,107,新北市樹林區復興路395號,02-2471-4657,低風險,36,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0032,新北市私立樹人家事商業職業學校,樹林區,私立高職,1400,新北市樹林區大安路216號,02-2767-9816,低風險,34,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0062,新北市私立樹人高級家事商業職業學校,樹林區,私立高職,1600,新北市樹林區大安路130號,02-2687-0391,低風險,42,餐飲管理科實習廚房食品安全衛生自主管理與抽檢留樣。；美容美髮實習教室通風換氣與電器設備檢驗。
ntpc-el-0191,新北市立三多國民小學,樹林區,市立國小,1500,新北市樹林區三福街52號,02-2356-7470,高風險,80,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0186,新北市立大同國民小學,樹林區,市立國小,1750,新北市樹林區大同街43號,02-2547-5190,低風險,35,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0188,新北市立山佳國民小學,樹林區,市立國小,1400,新北市樹林區地街10號,02-2673-9875,低風險,30,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0189,新北市立彭福國民小學,樹林區,市立國小,1650,新北市樹林區忠孝街30號,02-2559-7516,低風險,24,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0185,新北市立文林國民小學,樹林區,市立國小,1900,新北市樹林區千歲街59號,02-2432-1702,低風險,18,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0082,新北市立柑園國民中學,樹林區,市立國中,700,新北市樹林區柑園街二段125號,02-2465-9256,低風險,36,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0125,新北市立桃子腳國民中小學,樹林區,市立國中小,2300,新北市樹林區學勤路31號,02-8970-3225,低風險,20,北大特區鑽石級綠建築生態校園排水與節能設施維護檢核。；雙語實驗課程教學進度與外籍英語師資聘任合規審查。
ntpc-jh-0080,新北市立樹林國民中學,樹林區,市立國中,1550,新北市樹林區樹新路100號,02-2446-5443,低風險,19,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0184,新北市立樹林國民小學,樹林區,市立國小,2200,新北市樹林區育英街176號,02-2463-2498,低風險,29,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0448,新北市立樹林幼兒園,樹林區,市立幼兒園,160,新北市樹林區樹新路100號,02-2302-1484,低風險,32,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0031,新北市立樹林高級中學,樹林區,市立高中,1800,新北市樹林區中華路8號,02-2429-9134,低風險,35,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0190,新北市立武林國民小學,樹林區,市立國小,1550,新北市樹林區保安街二段151號,02-2885-2780,低風險,31,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-jh-0081,新北市立育林國民中學,樹林區,市立國中,1250,新北市樹林區復興路395號,02-2200-6036,低風險,30,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0187,新北市立育林國民小學,樹林區,市立國小,1600,新北市樹林區復興路395號,02-2887-3210,低風險,19,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-pre-0313,新北市永和區永和國民小學附設幼兒園,永和區,公立學校附設幼兒園,146,新北市永和區秀朗路一段120號,02-2226-7025,低風險,28,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0315,新北市永和區永平國民小學附設幼兒園,永和區,公立學校附設幼兒園,138,新北市永和區保生路25號,02-2606-7834,低風險,18,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0311,新北市永和區秀朗國民小學附設幼兒園,永和區,公立學校附設幼兒園,177,新北市永和區得和路202號,02-2935-7390,低風險,29,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0314,新北市永和區網溪國民小學附設幼兒園,永和區,公立學校附設幼兒園,198,新北市永和區竹林路110號,02-2556-4202,高風險,82,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0312,新北市永和區頂溪國民小學附設幼兒園,永和區,公立學校附設幼兒園,209,新北市永和區文化路133號,02-2470-6561,低風險,22,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-pre-0455,新北市私立及人小學附設幼兒園,永和區,私立幼兒園,160,新北市永和區文化路172號,02-2311-5807,低風險,26,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-hs-0013,新北市私立復興高級商工職業學校,永和區,私立高職,2900,新北市永和區秀朗路一段201號,02-2625-9000,低風險,34,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-hs-0051,新北市私立智光高級商工職業學校,永和區,私立高職,1800,新北市永和區中正路100號,02-2943-2491,低風險,38,實習工場工安設備檢驗合格。；食材溯源登錄稽查。
ntpc-pre-0454,新北市私立竹林小學附設幼兒園,永和區,私立幼兒園,180,新北市永和區竹林路184號,02-2695-4849,低風險,34,查核師生比是否符合法定標準（幼幼班 1:8、大中小班 1:15）。；核對現場教保服務人員之教師證、教保員資格備查冊。
ntpc-jh-0063,新北市立永和國民中學,永和區,市立國中,2200,新北市永和區國光路111號,02-2925-1059,低風險,30,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
ntpc-el-0149,新北市立永和國民小學,永和區,市立國小,2200,新北市永和區秀朗路一段120號,02-2663-2680,低風險,28,中央廚房食材登錄平台每日食材驗收與溯源登錄稽查。；校舍樓梯走廊防墜設施、消防設備檢修合格證在效期內。
